; Readable locations in D:\Miei Programmi\RemakeOv2\Modellismo.ov2
;
; Longitude,    Latitude, "Name"
  12.47465 ,   41.91266 , "Unoauno S.r.l. E Prototipazione(Roma)RM->+390632110124"
  12.49250 ,   41.86722 , "Nair Hobby Di Muti Francesco Giocattoli(Roma)RM->+39065743900"
  12.49694 ,   41.90194 , "Simoncini Al.si(Roma)RM->+39064743537"
  12.49750 ,   41.90139 , "Mama Sas Di Pasquale Marco & C. Giocattoli(Roma)RM->+39064883689"
  12.50000 ,   41.90583 , "Model Market 2 s.r.l. Giocattoli(Roma)RM->+39064940564"
  12.50583 ,   41.91333 , "L'aquilotto S.n.c. &. C.(Roma)RM->+390644250718"
  12.51944 ,   41.88333 , "Geraco S.a.s. Di Caraceni Carlo E C. Gioca(Roma)RM->+39067029029"
  12.52000 ,   41.91417 , "Baby's Store(Roma)RM->+390644238578"
  12.52028 ,   41.91444 , "Baby's Store Giocattoli Srl Giocattoli E(Roma)RM->+390644238806"
  12.52028 ,   41.91500 , "Baby's Store Srl Articoli Per La Casa(Roma)RM->+390644254308"
  12.52471 ,   41.86914 , "90 Di Camisasca Luigi(Roma)RM->+39067804714"
  12.53278 ,   41.93861 , "Autofficina E Mannucci Di Mannucci Mass(Roma)RM->+390687181817"
  12.55499 ,   41.94758 , "Baby Center s.r.l. Giocattoli Videogiochi(Roma)RM->+39068275906"
  12.57125 ,   42.54272 , "Gruppo Modellistico Ternano Ca(Narni)TR-Campo Volo>+390744744277"
  12.60000 ,   41.94667 , "Dedalus Srl(Roma)RM->+390641405006"
  12.63726 ,   42.24655 , "Edizioni Sas Di De Robertis Cesa(Poggio Mirteto)RI->+39076526395"
  12.64372 ,   42.56604 , "La Mongolfiera Giocattoli(Terni)TR->+390744404399"
  12.64729 ,   42.56032 , "Stefanoni(Terni)TR->+390744401113"
  12.76750 ,   41.95167 , "Paletti Duccio(Tivoli)RM->+390774530237"
  12.77194 ,   42.11417 , "Jonathan Srl(Moricone)RM->+390774605489"
  12.85532 ,   42.40002 , "L'hobby Sport Articoli Sportivi(Rieti)RI->+390746201858"
  13.54333 ,   42.08000 , "Tutto Club(Celano)AQ->+390863711575"
  13.69582 ,   42.65984 , "Tonino Srl Giocattoli(Teramo)TE->+390861246475"
  13.93444 ,   42.82556 , "Cartoleria Mattina(Alba Adriatica)TE->+390861751321"
  14.20306 ,   42.47528 , "La Valigia Delle Indie(Pescara)PE->+390854217040"
  14.36944 ,   37.38111 , "Non Solo Di Leandro Zuccarello(Piazza Armerina)EN->+390935685957"
  14.48639 ,   40.70220 , "Di Criscuolo Umberto(Castellammare Di Stabia)NA->+390818712845"
  14.72750 ,   36.92194 , "L'isola Del Tesoro Di Bracchitta Giovan(Ragusa)RG->+390932624447"
  14.78556 ,   40.66944 , "Autuori Di Roberto Autuori(Salerno)SA->+39089755150"
  14.84444 ,   36.72556 , "Giannola Rosaria Edicola Cartoleria(Pozzallo)RG->+390932955176"
  14.98139 ,   40.60472 , "Speedy Car(Battipaglia)SA->+390828302909"
  14.99694 ,   37.58139 , "Il Veliero Di Donega' Francesca Artico(Belpasso)CT->+39095918882"
  15.05250 ,   40.61472 , "E Giocattoli Di Elvira Cicinati(Eboli)SA->+390828368076"
  15.06747 ,   37.49830 , "Bellia Giovanni Rappresentanza Di(Catania)CT->+39095451643"
  15.07119 ,   36.89201 , "Di Raimondo Lina(Avola)SR->+390931831176"
  15.08861 ,   37.51750 , "Vulcan Vulcan(Catania)CT->+39095434379"
  15.09113 ,   37.52073 , "Ideal Model Di Sciacca Giuseppa E Gioca(Catania)CT->+39095448563"
  15.09181 ,   36.71519 , "Puccia Corradina Giocattoli Piccola El(Pachino)SR->+390931594314"
  15.09275 ,   37.51614 , "Cdf(Catania)CT->+39095383654"
  15.09767 ,   37.51694 , "Di Pisa Giovanni(Catania)CT->+39095383654"
  15.16556 ,   37.61667 , "Mancini Antonino Giocattolo(Acireale)CT->+39095894548"
  15.18611 ,   37.15667 , "Punto E Varie(Priolo Gargallo)SR->+390931768093"
  15.55185 ,   38.18368 , "Hobby Giocattoli(Messina)ME->+39090771096"
  15.55194 ,   38.18667 , "L'arte Del(Messina)ME->+39090675416"
  15.62389 ,   40.07444 , "Hobby World Negozio Di(Sapri)SA->+390973392655"
  15.64556 ,   38.10972 , "Toma Nicola Galleria D'arte Cor(Reggio Calabria)RC->+39096524883"
  16.09472 ,   38.67639 , "Vibo Hobby Di Cariolo Giuseppina(Vibo Valentia)VV->+390963591233"
  16.10537 ,   38.67280 , "Valentino Antonio Negozio Di(Vibo Valentia)VV->+39096343591"
  16.24963 ,   39.29105 , "Roga Group Srl Produzione Articoli(Cosenza)CS->+390984793977"
  16.25250 ,   39.29778 , "Scuola Di Moda Accademia New Style Tagl(Cosenza)CS->+39098471192"
  16.60100 ,   40.66504 , "Modeltop Di Pentasuglia Chiara Hobbysti(Matera)MT->+390835336316"
  17.34806 ,   40.70167 , "S. & C. s.r.l. Servizi Industri(Martina Franca)TA->+390804839090"
  17.58417 ,   40.53278 , "Crash(Francavilla Fontana)BR->+390831813445"
  18.17300 ,   40.34851 , "Rail Post Di Spongano Patrizia Vendita P(Lecce)LE->+390832331910"
  18.17556 ,   40.35028 , "Demetrio(Lecce)LE->+390832243030"
  18.29889 ,   40.11000 , "Pirisi Luisella Rita Cartoleria(Maglie)LE->+390836428248"
  14.21583 ,   42.46806 , "Passeri(Pescara)PE->+390854212293"
  14.22316 ,   40.84322 , "Caputo(Napoli)NA->+390815781227"
  14.22900 ,   40.85245 , "Junior Di Troise Mario Giocattoli(Napoli)NA->+390815784044"
  14.23029 ,   40.83626 , "Leonetti Maurizio Giocattoli E(Napoli)NA->+39081669009"
  14.23996 ,   40.83572 , "Rubolino Fortunato Sartoria Per Signora(Napoli)NA->+39081418798"
  14.25000 ,   40.84611 , "Arte Del Di L. Casucci(Napoli)NA->+390815512375"
  14.25417 ,   41.07972 , "Aulicino(Santa Maria Capua Vetere)CE->+390823848173"
  14.25611 ,   40.89694 , "Di Santomartino Marco(Napoli)NA->+390812384093"
  14.25787 ,   41.08195 , "D'addio Salvatore Spo(Santa Maria Capua Vetere)CE->+390823845677"
  14.25944 ,   40.89083 , "Hobby Fer Statico E Dinamico(Napoli)NA->+390817544284"
  14.26972 ,   40.90715 , "Di Santomartino Marco(Casavatore)NA->+390817361066"
  14.27111 ,   40.85556 , "2000 S.a.s(Napoli)NA->+39081287621"
  14.28250 ,   40.90389 , "E Belle Arti Giumen Di Iavarone Giusep(Casoria)NA->+390815736743"
  14.33756 ,   41.08139 , "Centro Hobby Giocattoli(Caserta)CE->+390823443266"
  14.33833 ,   40.81639 , "Uliano Srl(Portici)NA->+390816075778"
  14.36944 ,   40.78778 , "M.a.n. Di Iacomino Giulia(Torre Del Greco)NA->+390818817952"
  14.39278 ,   42.22528 , "Rally Game Euro(Mascali)CT->+393494693233"
  14.40639 ,   40.91500 , "Stabile Studio(Castello Di Cisterna)NA->+390818037325"
  14.44139 ,   40.87556 , "La Casa Del Di Papa Giuseppa(Somma Vesuviana)NA->+390818994390"
  14.45222 ,   40.91222 , "Uliano Srl(Marigliano)NA->+390818410263"
  14.49028 ,   40.83611 , "Eko Di Carmine Esposito(San Giuseppe Vesuviano)NA->+390815280074"
  14.53649 ,   40.79522 , "Scuola Di E Stilismo Di Cangianil(Poggiomarino)NA->+390815285167"
  14.78444 ,   41.96306 , "Palma Giovannino Industr(Montenero Di Bisaccia)CB->+390875966390"
  14.80528 ,   40.90278 , "Tools And Co. Srl Distribuzione Utens(Avellino)AV->+390825756558"
  14.98639 ,   42.00056 , "Parisi Angelo(Cagliari)CA->+39070652950"
  15.55785 ,   41.45507 , "F3 Di De Mauro Saverio(Foggia)FG->+390881636972"
  16.27722 ,   41.31722 , "Libreria Atlantide Di Piccinni Giusep(Barletta)BA->+390883517328"
  16.41164 ,   41.15645 , "Team Model S.a.s.(Corato)BA->+390808987321"
  16.84194 ,   40.89667 , "Al Paese Delle Meraviglie(Acquaviva Delle Fonti)BA->+39080768633"
  16.86944 ,   41.12111 , "Favia Cartoleria s.n.c. Forniture Per Uff(Bari)BA->+390805235941"
  16.87258 ,   41.11337 , "Cmb Centro Barese(Bari)BA->+390805425463"
  11.67417 ,   42.87806 , "Contatto Giochi Di Socie(Abbadia San Salvatore)SI->+390577776306"
  11.32806 ,   43.32083 , "Mondo Di Giochi Srl Giocattoli Cartoleri(Siena)SI->+390577287889"
  11.32750 ,   43.32444 , "Gi.pi. S.n.c. Di Giani G. & Pierini G. Ca(Siena)SI->+39057749385"
  11.90556 ,   43.35667 , "Fabiani Danilo(Castiglion Fiorentino)AR->+390575657405"
  11.84484 ,   43.46263 , "Studio Moda Di Maggini Lucia Servizi Ab(Arezzo)AR->+390575250110"
  11.87818 ,   43.46356 , "Il Barone Rosso Eclettica Srl(Arezzo)AR->+390575352279"
  11.84917 ,   43.46472 , "Paravani Claudio Per Oreficeria(Arezzo)AR->+390575354628"
  11.53333 ,   43.56417 , "Di Fabrizi V. Chiuso Lun(San Giovanni Valdarno)AR->+390559123107"
  11.25472 ,   43.69500 , "Sani Filiberto Cesello E(Impruneta)FI->+390552011513"
  11.29639 ,   43.75667 , "Giochiamo Con Valerio Giocattoli Video(Firenze)FI->+390556531777"
  11.25333 ,   43.76722 , "Pintucci Alberto Consulenza Oreficeria(Firenze)FI->+390552382442"
  11.25722 ,   43.77528 , "Italian Team Sas Scherzi Giochi(Firenze)FI->+39055283320"
  11.29879 ,   43.77650 , "Grossi Marco E Giochi(Firenze)FI->+39055606849"
  11.26694 ,   43.77750 , "Hobbitalia 2 s.r.l.(Firenze)FI->+39055245985"
  11.88122 ,   44.28665 , "Re Artu' Fotocopie Cartol.(Faenza)RA->+390546663348"
  11.71528 ,   44.35194 , "Al Giocattolo Di Contoli Stefano E C Snc(Imola)BO->+39054235070"
  11.94444 ,   44.39111 , "Tech Mod Di Pivetti Fiorella & C. S.n(Cotignola)RA->+39054542245"
  11.41000 ,   44.46389 , "Model Planet Sas Radiocom(San Lazzaro Di Savena)BO->+39051461197"
  11.40972 ,   44.46889 , "Agomodel A S.lazzaro(San Lazzaro Di Savena)BO->+39051467627"
  11.34778 ,   44.48778 , "Play Rama(Bologna)BO->+39051231946"
  11.35000 ,   44.49000 , "Benetti Giulio(Bologna)BO->+39051235731"
  11.38694 ,   44.49306 , "Di Mauro Collari(Bologna)BO->+39051535336"
  11.34667 ,   44.49389 , "Model Gioco Aereonavale(Bologna)BO->+39051234109"
  11.33417 ,   44.49639 , "Ta Boo!(Bologna)BO->+39051261970"
  11.33483 ,   44.49656 , "Ta Boo Giocattoli Fer(Bologna)BO->+39051261970"
  11.34444 ,   44.49806 , "Dragon(Bologna)BO->+39051234841"
  11.32722 ,   44.49861 , "Blues Brothers E Giochi D'autore(Bologna)BO->+390516493431"
  11.33025 ,   44.50008 , "Di Nanni Pietro(Bologna)BO->+39051551367"
  11.33845 ,   44.50247 , "94 Th Squadron(Bologna)BO->+39051252674"
  11.28972 ,   44.55000 , "Italeri s.p.a. In Scala(Calderara Di Reno)BO->+39051726037"
  11.27667 ,   44.56556 , "Garnet s.r.l. E Giocattoli(Calderara Di Reno)BO->+39051720826"
  11.48722 ,   44.66583 , "Cartolibreria Benetti Di Alba Taglioli L(Altedo)BO->+39051871343"
  11.76167 ,   44.77167 , "Museo Del Storico(Voghiera)FE->+390532815252"
  11.58966 ,   44.81695 , "Europa Service Snc Sviluppo Modelli(Ferrara)FE->+390532977698"
  11.29667 ,   44.83139 , "Cartoleria Castello Cartoleria H(Finale Emilia)MO->+390535780247"
  11.61850 ,   44.83279 , "Il Perencin(Ferrara)FE->+390532765908"
  11.79370 ,   45.06741 , "Plastogomma Giocattoli(Rovigo)RO->+39042521544"
  11.79880 ,   45.07380 , "Artecasa Colori Cornici(Rovigo)RO->+39042533725"
  11.78227 ,   45.34151 , "Punto Model(Montegrotto Terme)PD->+390498911506"
  11.88528 ,   45.39444 , "Guarnieri s.n.c. Giocattoli(Padova)PD->+39049757342"
  11.94472 ,   45.40111 , "M B Di Beggiato Maurizio(Padova)PD->+390498702889"
  11.86684 ,   45.40688 , "Tommasin(Padova)PD->+390498714749"
  11.90644 ,   45.40707 , "Faccon Riccardo(Padova)PD->+390498070861"
  12.00139 ,   45.41278 , "Tommy Toys(Noventa Padovana)PD->+390499801855"
  11.87795 ,   45.42206 , "La Casa Del Di Mocellini Lidia(Padova)PD->+390499819736"
  11.85556 ,   45.45750 , "Cavinato(Limena)PD->+39049768102"
  11.42194 ,   45.49889 , "Oscar Model(Montecchio Maggiore)VI->+390444696040"
  11.42194 ,   45.50722 , "Giuriato Giuseppe In Legno(Montecchio Maggiore)VI->+390444697752"
  11.56646 ,   45.54221 , "J.& G. Di Jotti Melania Design Orafa(Vicenza)VI->+390444302762"
  11.54056 ,   45.54944 , "Treu S.n.c. Timbri(Vicenza)VI->+390444326031"
  11.54131 ,   45.54950 , "A. Treu Di Treu Marina E Anna S.n.c. T(Vicenza)VI->+390444324836"
  11.71333 ,   45.57917 , "Segni Creativi Mozzo Marisa Servizi Di D(Gazzo)PD->+390499425704"
  11.79057 ,   45.63164 , "Modelplanet Italia Snc Ferroviario(Cittadella)PD->+390499400354"
  11.47944 ,   45.70222 , "Treni 2000 Di Balboni Flavio Tabaccheri(Thiene)VI->+390445368279"
  11.35800 ,   45.71501 , "Lanaro Diffusion Di Lanaro Pierluigi & C(Schio)VI->+390445530256"
  11.64500 ,   45.74139 , "La Paillotte Tabacchi Profumeria(Marostica)VI->+39042473033"
  11.84917 ,   45.77250 , "C.c.m. Centro Comput(San Zenone Degli Ezzelini)TV->+390423969726"
  12.04417 ,   45.77333 , "Studio Moda Giemme Di Minesso Mas(Montebelluna)TV->+390423602258"
  12.03861 ,   45.81278 , "La Trottola s.n.c. Gioca(Crocetta Del Montello)TV->+390423665211"
  11.50722 ,   46.28861 , "Hobby Model Cicli Di Piazzi Gabriele &(Tesero)TN->+390462813029"
  11.34028 ,   46.49139 , "Zanoni Albino & C. s.a.s. Ferramenta U(Bolzano)BZ->+390471915224"
  11.35417 ,   46.49944 , "Brunner Walter Giocattoli(Bolzano)BZ->+390471973387"
  12.34333 ,   42.90750 , "Il Punto Rosso S.n.c. Giocattoli E(Marsciano)PG->+390758749888"
  12.38806 ,   43.09778 , "Numero Uno s.a.s. Cartoleria Giocattoli(Perugia)PG->+3907531795"
  12.36730 ,   43.10086 , "Associazione Progetto Moda Stilismo Co(Perugia)PG->+390755008434"
  12.13528 ,   43.18583 , "Eta Beta Di Gagliano M(Passignano Sul Trasimeno)PG->+39075829401"
  12.44500 ,   43.18944 , "Traversini Antonietta & Tersil(Casa Del Diavolo)PG->+39075694380"
  12.33806 ,   43.29694 , "Roman Style Snc Consulenze Abbigliam(Umbertide)PG->+390759412120"
  12.23972 ,   43.45694 , "Emporio 45 Model Di Chieli(Citta' Di Castello)PG->+390758555921"
  12.57275 ,   44.06160 , "Ta Boo Statico Dinamico(Rimini)RN->+39054157798"
  12.44844 ,   44.06171 , "Gto Di Zavatta Mattia(Santarcangelo Di Romagna)RN->+390541624949"
  12.24250 ,   44.15056 , "Mach 3(Cesena)FC->+390547384532"
  12.24516 ,   44.15984 , "Balocco Di Biguzzi Leonardo & C. Snc In(Cesena)FC->+390547384771"
  12.40750 ,   44.19806 , "Doneda Marco Merceria Giocattoli(Cesenatico)FC->+390547673404"
  12.04467 ,   44.22508 , "Gardini Piero(Forli')FC->+39054327891"
  12.18809 ,   44.39798 , "Free Model Di Belletti Davide Statico(Ravenna)RA->+390544407272"
  12.20139 ,   44.41778 , "Giocar Di Belletti Davide Giocattoli E(Ravenna)RA->+39054433000"
  12.24278 ,   44.74611 , "Pinocchio Mare Giocattoli E(Comacchio)FE->+390533370149"
  12.27500 ,   45.21694 , "Battagin Aldo Cartolibreria(Chioggia)VE->+39041400704"
  12.32174 ,   45.43678 , "Penzo Gilberto Barche Venete(Venezia)VE->+39041719372"
  12.23994 ,   45.49382 , "Model Club Sas Di Zaggia C & C(Venezia)VE->+39041989495"
  12.33667 ,   45.50361 , "Hobby Sport Pesca Di Trombetta Giulia(Venezia)VE->+39041959277"
  12.11556 ,   45.56956 , "Super G Models S.a.s. Import Export(Scorze')VE->+39041447755"
  12.16778 ,   45.60444 , "Berlese Giuseppe Per L'abbigliamen(Zero Branco)TV->+390422978203"
  12.24083 ,   45.64333 , "Zerio(Treviso)TV->+390422403280"
  12.26139 ,   45.66417 , "Tuttogiochi Giocattoli Didattica(Treviso)TV->+390422549302"
  12.24452 ,   45.66443 , "Paradiso Dei Bambini Giocattoli E(Treviso)TV->+390422548388"
  12.20667 ,   45.67028 , "Stylprojet Di Cendron E Amadio s.n.c. P(Treviso)TV->+39042223784"
  12.12722 ,   45.90694 , "Bet Luigino Frutta Giornali(Farra Di Soligo)TV->+390438801205"
  12.29658 ,   45.99337 , "Modelgiochi Giocattoli Hobbist(Vittorio Veneto)TV->+390438941748"
  12.20306 ,   46.13667 , "Fai Da Te Di Diamantini Antonello & Po(Belluno)BL->+390437941722"
  12.21083 ,   46.13972 , "Solo Mini(Belluno)BL->+390437941707"
  12.42917 ,   46.55444 , "Pais Marden Lorenzo Design O(Auronzo Di Cadore)BL->+390435400742"
  12.63778 ,   43.99222 , "Nuova Archea Di Santini Loredana E Ru(Riccione)RN->+390541694354"
  12.64606 ,   44.01108 , "Riccione(Riccione)RN->+390541647369"
  12.69000 ,   45.89167 , "Linea Hart s.n.c. Prototipi Dise(Azzano Decimo)PN->+390434640082"
  12.74877 ,   43.96045 , "Lo Gnomo s.n.c. Hobby Giochi(Cattolica)RN->+390541968401"
  12.76444 ,   45.95889 , "Boscariol Fausto Industriale(Zoppola)PN->+390434978431"
  12.81056 ,   43.68972 , "Det Tagli Snc Di Giovanelli Daniel(Fossombrone)PU->+390721715141"
  12.81861 ,   45.79306 , "Adria Model Giocattoli Videogiochi(Portogruaro)VE->+39042172871"
  13.17972 ,   43.74250 , "Ferreri C. European Production E Fabbri(Cesano)AN->+390716608648"
  13.23194 ,   46.06417 , "Mini Eliso S.a.s. Di Mini Feruccio & C.(Udine)UD->+390432506235"
  13.23263 ,   46.06912 , "Lg Model(Udine)UD->+390432287046"
  13.23806 ,   43.51444 , "Blue Record(Jesi)AN->+39073156940"
  13.23917 ,   46.06750 , "Dorio Di Mario Dorio(Udine)UD->+390432505416"
  13.40278 ,   45.95667 , "Al Artelegno Di Donda(San Giovanni Al Natisone)UD->+390432746131"
  13.41753 ,   43.25567 , "Gagliardi Alberto Pole Position(Macerata)MC->+390733201604"
  13.45500 ,   43.29833 , "La Rosa Dell'arte Bellearti Ferrament(Macerata)MC->+390733236066"
  13.49668 ,   43.49029 , "Non Solo Libri Di Condello Claudio Fossi(Osimo)AN->+390717230782"
  13.52167 ,   43.61694 , "Italtoy Giocattoli(Ancona)AN->+39071203357"
  13.57111 ,   46.50417 , "Cappellin Gabriella Boutique Della Cera(Tarvisio)UD->+3904283183"
  13.57386 ,   42.85716 , "Cartolibreria Delle Cento Torri(Ascoli Piceno)AP->+390736257506"
  13.60525 ,   45.92889 , "Free Model Di Vanessa Grusovin Freemode(Gorizia)GO->+39048120381"
  13.61889 ,   45.94306 , "Fantasylandia S.a.s. Fumetti Giochi(Gorizia)GO->+39048132236"
  13.62070 ,   45.94361 , "Look Giocattoli Primainfanzia(Gorizia)GO->+39048133504"
  13.71488 ,   43.30295 , "Hibby Fly & Drive(Civitanova Marche)MC->+390733771230"
  13.72585 ,   43.31080 , "Model Hobby E Giocattoli(Civitanova Marche)MC->+390733812172"
  13.77199 ,   45.65063 , "Giokit Giocattoli(Trieste)TS->+39040632641"
  13.78023 ,   45.64790 , "Modelland Train S.n.c. Specializzato Pe(Trieste)TS->+39040765336"
  13.78583 ,   45.64528 , "Euromodel(Trieste)TS->+39040632158"
  13.79409 ,   43.18164 , "Centro Hobby E Giocattoli(Porto San Giorgio)AP->+390734678302"
  13.81306 ,   43.14722 , "Pc Services Di Andrea Lamponi Rc(Fermo)AP->+39073453301"
  13.91833 ,   42.88472 , "Tg1 Hobby Di Pignotti Giuseppe E(Martinsicuro)TE->+390861761198"
  13.92528 ,   42.83583 , "Mattina Cartoleria(Alba Adriatica)TE->+390861751321"

; 496 record written, 0 deleted bytes ignored, 1323 bytes not processed
